activityCount,accountAge,username,userType
0,266.80405537317125,Prometheus-33,Contributor
8,139.60475406458335,CarolineGao,Contributor
1,32.42286905414352,zhengweiyi,Contributor
3,55.50677775700232,Mikey,Core
0,281.1433660438889,ADhuna,Contributor
0,24.27782627306713,kenneth,Contributor
0,319.81417230295136,sharonchung0406,Contributor
0,240.16565775627313,pfrccorreia,Contributor
0,241.97835010668982,frackster,Contributor
0,233.50675097289354,markusian,Contributor
0,84.3828068459838,brandongalbraith,Contributor
0,62.350559625833334,swalia21,Contributor
0,204.45028216550924,keenan,Contributor
0,121.14565346393519,tadruj,Contributor
0,29.126217706770834,Shay,Contributor
0,132.0480444188889,TomConnolly,Contributor
0,122.22831492281249,mikeharmer,Contributor
0,75.95087218269676,nussbi,Contributor
0,354.4525223071643,JamieHeuze,Contributor
0,288.4127955781597,miinx,Contributor
0,229.59573357380788,Ryadnov,Contributor
1,31.807265258333334,Gajendrajena,Contributor
5,187.0088450279514,ESWAT,Contributor
0,284.1341960044792,mikeduca,Contributor
0,364.2451786255671,joshblack,Contributor
0,247.06314627790508,drewdhunter,Contributor
0,244.48760808968748,dobsonh,Contributor
0,115.4195163980787,timeless,Contributor
0,121.72669303883102,andreimoment,Contributor
0,84.43004189765047,mjhouse,Contributor
0,54.462808641875,baragathulla,Contributor
0,66.46874503357638,adit,Contributor
0,27.239675287627314,humphriesj,Contributor
0,26.20999763239583,ahazem,Contributor
0,229.3485707849421,thejspr,Contributor
0,22.282972367337965,saahilld,Contributor
0,366.03545744292825,techbelle,Contributor
1,43.4534340552662,unlimitedfocus,Contributor
158,296.8547706328935,Jwarnzey,Core
0,229.20588878247685,kmbappi,Contributor
0,260.38322037331017,friketrike,Contributor
0,229.09043096127317,downey,Contributor
0,319.71599212085647,stefanifrim,Core
0,120.58991745618056,madradavid,Contributor
14,176.1499363886227,losmontoya,Contributor
0,29.642136700717593,pedrogpiments,Contributor
0,247.05698902324076,patrickjtoy,Contributor
0,244.57015270774303,mchrh,Contributor
0,242.03779579528936,flamekaizar,Contributor
0,244.167377285787,schmidtric,Contributor
0,200.08763803137734,joeldietz,Contributor
0,177.41624787578704,lucasworcel,Contributor
0,84.54141380986111,jfoucher,Contributor
0,73.71509720604168,govindm,Contributor
0,72.59835268972223,BarryHavenga,Contributor
0,366.03426265993056,Aeip,Contributor
0,60.15218401972222,ndowning,Contributor
0,365.3198621703241,wooyi,Contributor
0,78.72637524326389,rebornix,Contributor
0,57.069190028321756,aherz,Contributor
0,229.16200037208333,lucasgirard,Contributor
0,137.32488490892362,omargourari,Contributor
0,200.08922313599535,doubleshadow,Contributor
0,183.16767133914354,yannrimbaud,Contributor
0,247.03212131873843,verryberrycherry,Contributor
0,318.3245579633681,avgarrison,Contributor
0,55.20401901810185,EricaFinneyBillings,Contributor
0,271.1844776511458,carolethefrench,Contributor
0,191.15832190914352,chrstopherc,Contributor
0,243.45241488270833,adamrights,Contributor
0,179.06288276900463,HelloTiago,Contributor
0,366.1397723337153,noahatkinson,Contributor
0,365.9959899104514,veronica,Contributor
0,365.8983068453357,yopo,Contributor
0,365.74643268219904,bantunesluis,Contributor
0,244.15638750864585,oscar,Contributor
0,366.1915921970833,bertie,Core
0,238.25970719077546,allie00417,Contributor
0,326.4286615927546,bocramer,Core
0,200.10653390938657,luketoop,Contributor
0,229.19256614431714,Parag,Contributor
0,79.41615449673611,mherren,Contributor
0,247.00246612947916,brunops,Contributor
0,56.197464403125,cbywater,Contributor
0,41.97071520844907,kopasetik,Contributor
0,248.79936881067127,twodollarz,Contributor
0,274.3965610323611,juliafrancesca,Contributor
0,321.34320527430555,anchee,Contributor
0,143.46949332409721,paulbd41,Contributor
0,136.85135736993055,Mizko,Contributor
0,92.86309560811343,totalgeorgie,Contributor
0,200.10192570412036,chriscordle,Contributor
0,246.90065644833334,jackson,Contributor
0,298.38784266214117,nico8du35,Contributor
0,49.99044364961805,nikjsc,Contributor
0,38.56464172704861,emanuelcoelho1986,Contributor
0,200.1048055441088,Eduardo,Contributor
0,246.89974957832175,Rayray,Contributor
0,10.315491712025462,skalnik,Contributor
0,40.405428984409724,dardo1982,Contributor
0,225.13447449261574,mingaling,Contributor
0,365.75961213792823,catborg,Contributor
0,28.27252667165509,victormier,Contributor
0,365.864737277037,DiniCardini,Contributor
0,30.892159301979166,rrichardsr3,Contributor
0,244.21283083991898,ronal1102,Contributor
0,78.05045655737268,thelastone,Contributor
0,104.1795906670949,rhuberdeau,Contributor
0,105.68608667556714,cap98,Contributor
3,295.0775449765162,stephaniechamberlain,Core
0,84.37639964577546,bdavisx,Contributor
0,320.66662606125,majdrup,Contributor
0,263.93180258202545,lokidarkeden,Contributor
0,241.91877470881946,LeoRunning,Contributor
0,285.412801856007,ryosuke,Contributor
0,228.964189383206,ideaman1985,Contributor
0,239.04326593684027,jvasudeo,Contributor
0,14.64053658855324,Tshepo,Contributor
0,352.02546258876157,jeffreydeng,Contributor
0,120.9372751480787,jpark,Contributor
0,32.44378693969907,mknott,Contributor
0,131.74212359292824,shankeykapoor,Contributor
0,241.91397083011572,Ahkar,Contributor
0,122.12248121091434,kbaribeau,Contributor
0,200.0805050850116,kahny,Contributor
0,128.78443346282407,brandcut,Contributor
0,241.85722654711805,mitch929,Contributor
12,200.09841435074074,usmanity,Core
0,35.24473582075231,cainstudios,Contributor
0,61.84948466241899,sampriti,Contributor
0,134.6716661036574,MickKasperHansen,Contributor
0,56.284811122268515,nazeerdnm1206,Contributor
0,120.80877149902778,tushkiz,Contributor
0,241.2694296139699,emily,Contributor
0,44.33929140858796,vojtechdobes,Contributor
0,121.5688315481713,dm,Contributor
0,53.43698078202546,goatmine,Contributor
0,244.0988985498032,mar4o,Contributor
0,365.2870012760532,forwardslash,Contributor
0,66.56280040503472,ricardojavieralfonzo,Contributor
0,292.1115004325463,vintik,Contributor
0,228.96292941293981,MrDad,Contributor
0,200.07785203434028,alexcharlie,Contributor
0,365.66119498475695,fredrocious,Contributor
0,94.6179492077199,airmed,Contributor
0,56.20871562362268,gillesjac,Contributor
0,264.97871583701385,fortoria,Contributor
0,246.79147984841433,kvothe,Contributor
0,246.79698328533564,fredrikk,Contributor
0,18.374883001886573,subdragon,Contributor
0,156.15631665783565,adammp82,Contributor
0,266.0661897240972,hanli,Contributor
0,191.12215311800927,yelinaung,Contributor
0,46.89695750482639,Rizwanenstien,Contributor
0,73.71417430655093,mjoerg,Contributor
0,25.52216811451389,JamesAlonso,Contributor
0,30.61022194601852,pragmaticivan,Contributor
0,200.05380338520834,crteal,Contributor
0,293.8718758406134,Mike,Contributor
0,200.0587612420602,xuejialu,Contributor
0,191.09793060496528,goelvaibhav,Contributor
0,121.10218113113426,Aerlinger,Contributor
0,246.77566608069444,jeffcarroll,Contributor
0,56.20814028141204,lucasgonze,Contributor
0,145.29273880810186,ariel,Contributor
0,366.2669671228125,filipeoliveiraa,Contributor
0,36.419315896203706,jimiray,Contributor
0,46.89419184659722,tomlynch,Contributor
1,41.94273584590278,Hanx,Contributor
0,59.58214943842593,aMoniker,Contributor
0,29.25168585054398,fabricio,Contributor
0,302.7837035624884,yugendranm,Contributor
0,131.7341586115625,nishakaushik24,Contributor
0,366.01349322305555,kubilayeksioglu,Contributor
0,191.0676240041898,wilfred,Contributor
0,82.35619203174768,VincentMartinet,Contributor
0,163.68572580609953,davidyuen,Contributor
0,134.65262993016205,shun,Contributor
0,185.77404680511574,glyndot,Contributor
0,228.8521632713889,IVANLI,Contributor
0,241.52866574011574,korerysan,Contributor
0,91.00212255378473,super,Contributor
0,346.1389877226273,davemorin,Contributor
0,11.446671288935185,CAldenJacobs,Contributor
0,48.29814401508102,neogeek,Contributor
1,85.45556392112269,micheleprandina,Contributor
0,104.1738325657176,Zokusuji,Contributor
1,27.85902663699074,hemingway,Contributor
1,31.024476175636572,Gexos,Contributor
0,29.534699445393517,thomasschindler,Contributor
0,342.87589369729164,jkeussen,Contributor
0,200.05104657141203,bharatkhatri,Contributor
0,225.0971322244213,Tarek,Contributor
0,225.09501404671295,rlsaylor,Contributor
0,120.57622358469906,pampam69,Contributor
0,320.31148915972227,soss,Contributor
0,246.6070268191435,pabloroman,Contributor
0,297.33662602064817,Pthinker,Contributor
0,28.50255777826389,Brndnw27,Contributor
0,56.28383889748842,kenbolton,Contributor
197,22.88055686863426,tataihono,Contributor
0,84.53732071356481,nagybence,Contributor
0,27.815144678819443,marlonmonroy,Contributor
0,213.2831473244792,apenn01,Contributor
0,45.347203926689815,jasuja,Contributor
0,242.78553109383103,treecode82,Contributor
0,33.02134317512731,suranyami,Contributor
7,119.14384511096064,Adkron,Contributor
1,326.24285269608794,th3cuda,Contributor
0,44.225073866284724,neutralino1,Contributor
0,229.80588982254628,patrickcurl,Contributor
0,241.3663693875,alexis,Contributor
0,85.18821215530092,DannyOutlaw,Contributor
0,131.6642855949653,janus1982,Contributor
0,49.42003310065972,vladoms,Contributor
0,23.639343829444442,Skiroid,Contributor
0,74.1562150177662,mofack,Contributor
201,50.26123430393519,dcordell,Core
0,319.17872891556715,colinsjones11,Core
0,270.0850811588889,JasonG,Core
0,228.6511429919213,firatileri,Contributor
0,46.89109838976852,GOPolitico,Contributor
0,365.26062114944443,wodow,Contributor
0,228.64613531537034,kots,Contributor
0,163.56299771752313,iantearle,Contributor
0,246.4572727979398,John01,Contributor
0,295.247573901331,kmin905,Contributor
0,85.10268954445601,clarkf,Contributor
0,58.88319621179399,melissalouise,Contributor
0,25.216633788472222,totalrecall2,Contributor
0,92.71041770644676,ryanmusic000,Contributor
0,269.9123955026389,godofwine,Contributor
31,78.35697441427084,yetithefoot,Core
0,27.16986128105324,kchen,Contributor
0,284.8846419490741,justinzealand,Contributor
0,208.18447843722223,ltorch,Contributor
0,208.04821875278938,rnmp,Contributor
0,52.60259179862269,dierckxromain,Contributor
0,129.86540500621527,MorningAM,Contributor
0,44.61351617820602,akase1,Contributor
0,332.39048780484956,bburnham,Contributor
0,146.09767913596065,fldrog,Contributor
0,244.22018764255787,densmirnov,Contributor
0,120.92502415505787,shook,Contributor
0,22.608058385277776,gocoin,Contributor
0,9.269564848252315,treyboden,Contributor
0,365.8070925959259,jciacia,Contributor
0,228.39187002234954,larouxn,Contributor
0,30.61112501690972,Tomo,Contributor
0,228.51912575158568,unDemian,Contributor
0,189.19466069649306,allencoded,Contributor
0,318.909161868669,benpiersall,Contributor
0,67.27300337989583,Ahmad,Contributor
0,242.98416753234955,glennphilp,Contributor
4,46.30866119909722,phouse512,Contributor
0,83.73504703608796,kadhem,Contributor
0,24.297674245451386,TILT,Contributor
0,58.753760159178235,jacqueline,Contributor
0,319.3660970437037,Dioud,Contributor
0,53.04590239336806,ivanhzhao,Contributor
1,49.74858932563658,kymmcinerney,Contributor
0,112.93322573432872,mrheavysilence,Contributor
0,160.15080501335646,mattbango,Contributor
0,26.23018082546296,johnreaganmoore,Contributor
0,243.35224963258102,nselvis,Contributor
0,244.03728540584493,davidsilva,Contributor
0,243.82658975016204,shivekkhurana,Contributor
0,78.35139800855325,Ashok,Contributor
2,29.42964009038194,Peterkingalexander,Contributor
0,12.875893251377315,cdetrio,Contributor
10,121.15060580877315,goshakkk,Contributor
0,29.738114822696758,nrochinha,Contributor
0,92.21550346997685,burtherman,Contributor
0,75.88241335462963,tuantmbk,Contributor
2,120.56395712715278,JonWood,Contributor
0,303.49426758738423,peter,Contributor
26,283.3239470809259,tarans22,Core
0,244.00428303707176,futurewalker,Contributor
3,94.56497432108796,czajkamateusz,Core
0,85.05319764273149,stillwll,Contributor
0,113.63230843384258,sanjaypoyzer,Contributor
0,246.31329355618055,kjbrum,Contributor
1,225.02582443230324,lukeholder,Core
0,319.41219774520835,lucianhutanu,Contributor
0,246.0846204057523,Teario,Contributor
4,365.2954413999074,bmelton,Core
0,319.9676831145949,jstriedinger,Contributor
0,141.36342912074076,JeffNixonCreative,Contributor
0,131.50700860469908,whereissean,Contributor
0,225.0255412366088,OiNutter,Contributor
0,75.24045431313658,powellmap,Contributor
0,174.21203031953704,aboutphilippe,Contributor
0,21.04832646019676,robep00,Contributor
0,32.371237976099536,aashishmittal,Contributor
0,31.46123445541667,DingwenZ,Contributor
0,309.6932080881134,joki,Contributor
0,293.1598612548959,tofo,Contributor
0,231.91112634280094,mdenner1,Contributor
0,120.91889809564815,scottbartell,Contributor
0,131.40860959193287,sidazad,Contributor
0,243.97583725244212,aaronwhitney,Contributor
0,115.40147334332177,LizKrupka,Contributor
0,82.34568873256944,advany,Contributor
0,116.27920095564815,sajith,Contributor
0,133.27157869614584,regiellis,Contributor
0,323.7939269572454,pusewicz,Contributor
0,145.2154502475,jojomcbean,Core
0,191.16095656777776,plugatariov,Contributor
0,243.85473605292825,pazo,Contributor
0,68.03522162886574,rathishcholarajan,Contributor
0,44.60779205601852,shinnobivalley,Contributor
0,269.28247906084493,magnusaberg,Contributor
0,32.43558945645833,ManishKongari,Contributor
0,316.02364706170135,lavvocato,Contributor
0,207.9626858383565,dominicenglish,Contributor
1,44.59517526408565,ady,Contributor
0,18.324068059513888,ramirors,Contributor
0,233.89507521571758,travishines,Contributor
0,365.28491844628473,zain,Contributor
0,243.97097233217593,amir,Contributor
0,269.3393702096181,dhaneshnm,Contributor
0,131.37533064476852,bluefirex,Contributor
0,248.0546090019213,narven,Contributor
0,364.95930230731483,wangvsa,Contributor
0,130.2650632229514,Ndrou,Contributor
1,51.78697541479167,jonstewart,Contributor
0,31.88329002927083,cgag,Contributor
0,306.1541157144792,shanealton,Contributor
0,119.35577753980326,lerrua,Contributor
0,207.93943967768516,tsetiadi,Contributor
0,243.8969250675926,Noah,Contributor
0,400.18945613172457,dominicrubas,Contributor
0,56.20940266047454,thanhquanky,Contributor
0,29.483500339849538,jryanarp,Contributor
0,24.27568074094907,mparramont,Contributor
0,184.2208532021412,suewalsh,Contributor
0,245.969070533669,josealvarado,Contributor
0,233.81136559784724,cityturbo,Contributor
0,147.73986308784723,toya-mash,Contributor
0,228.40241353493053,mayuroks,Contributor
0,231.84778722748842,ironlion,Contributor
1,29.082955381851853,MarcoR,Core
0,248.05137150347224,stvnbain,Contributor
0,228.30085075896991,diogocosta,Contributor
0,321.33325025748843,pouyanghasemi,Contributor
0,243.86243038776618,austinjv,Contributor
0,120.21632212010417,belcherj,Contributor
0,207.71457619150462,Walex4christ,Contributor
0,113.52871336686343,saucam,Contributor
0,25.21619733778935,totalrecall234,Contributor
0,320.630632231713,ishanjetley,Contributor
0,299.09900286744215,zoli,Contributor
0,193.23798150935184,cd,Contributor
0,147.7365031495833,Amy245,Contributor
4,99.41938178166667,martinharrison,Contributor
0,365.37271557680555,joseph,Contributor
0,101.61751381398149,nishu,Contributor
0,244.31704284592593,lukesbeard,Contributor
0,317.86923536524307,albertoalvarezm,Contributor
0,39.56614392012732,shibailoav,Contributor
0,356.84093678494213,Zb,Contributor
0,224.47626907511577,yayconnie,Contributor
0,243.8029891324884,arnavkalra,Contributor
0,243.57041642480323,faraz007,Contributor
0,364.77718817031246,shivrajrath,Contributor
0,120.54130871119213,shaanbatra,Contributor
0,121.0190374350463,demircancelebi,Contributor
0,238.34306625686344,akelkarmit,Contributor
0,231.79022987078702,joshuakaufman,Contributor
0,224.91193362427083,aiabe140,Contributor
1,63.245152276064815,verkalets,Contributor
0,22.60897294315972,jtalbot,Contributor
2,260.4587648621528,superzamp,Core
0,58.74616696594907,omeri96,Contributor
0,56.12384196778935,weeddy,Contributor
1,19.548441731435187,saigrandhi,Core
0,28.035251174166667,blueprinter,Contributor
0,210.8813553522801,walkeen,Contributor
0,220.1130405472685,saleemskhatri,Contributor
0,204.29352081633104,joshotisking,Contributor
0,120.54002972228008,AndreiSavin,Contributor
0,107.12678637100694,cenderin,Contributor
0,332.07228082159725,butchclydesdale,Contributor
0,357.1831808611805,NIrDremer,Contributor
0,224.5378420058102,gocreating,Contributor
0,200.00522882505786,alste,Contributor
0,243.62506963748842,KKKK,Contributor
0,243.79085273261575,Al3xlp,Contributor
0,248.04791156546295,davidjlobo,Contributor
0,120.53696469295139,drykiss,Contributor
0,46.87268629354167,gursesl,Contributor
0,92.66032425443287,bhiscox,Contributor
0,243.66281438912037,efferingo,Contributor
0,243.8022496716088,krjamdade,Contributor
2,27.329465882094908,justbrowsing,Core
0,246.5968362924074,rajangupta,Contributor
0,243.72194675421295,girish,Contributor
0,4.696423929131945,tanimahmed,Contributor
0,306.9312115381134,upaharsood,Contributor
0,243.57033671478007,maximus,Contributor
0,120.70185395253473,reedlaw,Contributor
0,200.00315613313657,Aeal,Contributor
0,243.44158787381943,Heiwa,Contributor
0,207.493615450625,enriii,Contributor
0,247.2228617691551,alva,Contributor
0,200.02310132717594,ale316,Contributor
0,145.2897467640625,exe163,Contributor
0,29.862697509861114,ktusznio,Contributor
0,243.73017326416667,khalid,Contributor
0,63.67245604269675,farleyknight,Contributor
0,297.95439486144676,wattjustin,Contributor
0,63.115736220324074,gemcortez,Contributor
0,247.9969250972801,neilnorthrop,Contributor
0,245.6821499757176,akumen,Contributor
0,197.0736431748611,imthou,Contributor
0,204.29900053195604,ShowSaavy,Contributor
0,242.81398003571758,fernando,Contributor
3,73.52832317631943,buger,Contributor
0,29.297434798472224,kowal,Contributor
0,214.42933814556713,matthew,Contributor
131,106.2113243765625,russell,Core
0,136.4588479097338,joshuasoehn,Contributor
0,243.57608285997685,bleek,Contributor
0,226.09774904193287,davemaltez,Contributor
0,75.23284786890046,MMosley,Contributor
1,140.29346511591436,JesseFletcher,Contributor
2,26.321173975439812,schmidtdominik,Contributor
0,200.00511669935184,jrub,Contributor
44,345.82024362866895,bcjordan,Contributor
0,243.66403594975696,user2498,Contributor
0,200.03397043342594,smazurov,Contributor
0,243.72734782893517,jfornear,Contributor
1,231.68076044680555,St0iK,Contributor
0,321.34990978737267,CJGarner,Contributor
0,224.36986240953703,jayoyce,Contributor
0,365.2575809535301,Nosrac,Contributor
0,365.2442275278357,kevinjhc,Contributor
0,137.3064857354977,ahmet,Contributor
0,233.52407113841437,LucianoP,Contributor
2,364.13017477440974,bashir,Contributor
0,200.02428820373845,max,Contributor
2,63.67721967244213,zoltanradics,Contributor
0,50.326797603125,paulbh,Contributor
0,28.539485803854163,weslawson,Contributor
0,23.08656101792824,saviotm,Contributor
0,200.01974829082175,BryanStarbuck,Contributor
0,200.00353330936343,RollForReflex,Contributor
0,243.5175785443866,0dmeth,Contributor
0,366.19726333547453,adam,Contributor
0,364.2825271688426,davidquesada,Contributor
0,241.238831839919,leo,Contributor
0,121.49348460696758,sathya,Contributor
0,53.41542031009259,vigosan,Contributor
0,81.14886154326389,Tk,Contributor
0,23.580400257303243,Tommuu,Contributor
0,245.55460979144675,AlexBartsch,Contributor
1,121.09754223046296,dyladan,Contributor
0,233.3912345871412,dbaker,Contributor
0,94.54041434170139,krishh,Contributor
0,200.03876467822917,aitskovi,Contributor
0,200.01697368180555,atman,Contributor
0,238.1805524692014,normande,Contributor
0,138.9531824334375,joyshtick,Contributor
0,73.56628671381945,maxwall182,Contributor
0,365.25162238983796,adamjv90,Contributor
0,120.91388830412036,simne,Contributor
0,245.3319035214236,ideagirl,Contributor
0,121.00989216348381,ultimatedelman,Contributor
1,75.67340796824074,mimohip6,Core
0,243.44017426219906,rtgrt,Contributor
0,241.37070025354166,tbr,Contributor
0,233.41879934094908,testtesttest,Contributor
1,120.53019260347222,babatz,Contributor
10,109.12570289630787,JohnHaugeland,Contributor
0,243.27642869762732,adneal,Contributor
0,51.776118329548616,rajaman,Contributor
0,30.86768880337963,gcheng,Contributor
1,365.088110671088,bluesix,Contributor
0,30.606612040949074,nothan,Contributor
0,64.8519873580787,lukeburns,Contributor
51,269.04308035346065,Murice,Core
0,243.45763949615744,mcleantom,Contributor
0,357.17712997356483,josebrowne,Contributor
0,233.32854810730325,myleskublin,Contributor
0,309.16764353038195,dmitriiabramov,Contributor
0,200.01336478453703,mattermill,Contributor
0,204.29409296056713,aj,Contributor
0,200.00252884891202,ThatOtherPerson,Contributor
1,11.648310560891204,Orion,Contributor
0,134.46154958978008,lucasegafredo,Contributor
0,228.15936584289355,jackdrat,Contributor
0,243.30633015641206,JoshConley,Contributor
0,243.32813875377317,homanp,Contributor
0,231.42776148912034,rajeevrla,Contributor
0,365.26652443903936,plaeremans,Contributor
0,117.20221716510416,mikehern,Contributor
24,83.67814251806713,rocknrollmarc,Core
0,24.500414786770833,metin,Contributor
0,19.301041304212962,catmartyn,Contributor
0,243.43926683998845,ywu,Contributor
0,341.9570953167361,johnconn,Contributor
0,67.41361597813658,garzawicker,Contributor
0,342.66657846413193,aseemkthakur,Contributor
0,243.3637544439352,perplenu,Contributor
0,243.43809463199074,ebonics,Contributor
0,138.86947154268518,jamescoonce1,Contributor
0,23.634023159386576,nicolazza,Contributor
0,243.43564455233795,william,Contributor
0,252.73395294873842,TamasRusvai,Contributor
0,66.40453052862269,ahmadix,Contributor
3,64.50514538856481,jbaxleyiii,Contributor
3,76.42967942467592,hmoses,Contributor
0,60.14401198033565,mindware,Contributor
0,251.25178216810187,Mira,Contributor
0,49.409175668865736,bernard,Contributor
0,158.35662326716434,mandyyeung,Contributor
0,199.99807213613428,jdabney,Contributor
0,242.82730298692127,avinashmali,Contributor
0,334.000062328831,paperkary,Contributor
0,252.22753227255785,tibi,Contributor
3,169.11908710918982,samtgarson,Contributor
0,142.33861223297455,machito,Contributor
0,243.4095801057523,ryankeairns,Contributor
0,184.70981436665508,XzanderX,Contributor
0,293.218525089537,jana,Contributor
0,228.15025423370372,cyberseth,Contributor
0,20.512083171238427,Centriukas,Contributor
0,259.176226808831,kkalbat,Contributor
0,128.42994941935186,iammatis,Contributor
0,357.2187304775463,mentatd,Contributor
0,158.35473076211807,yoamomonstruos,Contributor
0,247.88376818989585,zlatan,Contributor
3,199.98065012636573,okalex,Core
0,11.493325201215278,johnpaulashenfelter,Contributor
0,238.0758376504051,tomasp,Contributor
0,121.18518029753473,ahmadsoe,Contributor
1,264.4121430054861,keyzee,Contributor
0,27.358821746793982,nat-n,Contributor
0,88.24288926122685,Nelsands007,Contributor
0,199.946606095,brendanib,Contributor
0,365.9745236306829,aaronkwhite,Contributor
0,199.92777961849538,andrewcohen,Contributor
0,114.20964818690973,makalaoscar,Contributor
2,138.7432771146412,domjitsu,Contributor
0,50.677251787013894,Jahroots,Contributor
0,249.07273316291665,andremgprocha,Contributor
0,250.67072214934026,raldo,Contributor
6,242.39263859000002,jeromegn,Core
0,233.24163592608795,Guglicurt,Contributor
0,230.63006659841437,fayakov,Contributor
0,120.20133723479168,bdgood1,Contributor
0,84.47866939061343,joshlemer,Contributor
0,233.13372994685184,zsc654,Contributor
0,254.14179549613425,willium,Contributor
0,366.1030395730787,alexvanderzon,Contributor
0,321.10618679234955,iavi,Contributor
0,319.34651185965276,ugotsol,Contributor
0,199.95908760798613,primogen,Contributor
0,120.19781753996527,ern,Contributor
0,366.1266334387847,itsBryantP,Contributor
0,253.37574170061345,Joris974,Contributor
0,233.03730095449077,jdp,Contributor
0,247.72292902746526,lazaruslarue,Contributor
0,62.283988137407405,meekal,Contributor
0,59.510194620868056,kevinsimper,Contributor
0,343.0951023121759,dpeek,Contributor
0,233.11701627758103,NimaVaziri,Contributor
0,228.57818715626158,mo,Contributor
0,231.3901455117361,jdmcilroy,Contributor
13,32.89892179188658,delitescere,Contributor
0,253.55495367842593,iztok,Contributor
0,366.02252838314814,ethanlacey,Contributor
0,129.76494903174768,nickwoodhams,Contributor
0,81.14442015078704,ehazlett,Contributor
0,279.0760740738889,martining,Contributor
0,48.42400456371528,tijs,Contributor
0,27.099720074803237,Brigitte,Contributor
0,325.04890050494214,gregoryblotnick,Contributor
0,81.14402098987269,danolsen,Contributor
0,238.89461671935183,gareth,Contributor
0,249.43849476629632,Elinos,Contributor
